Organization ID,Organization Name,Reg Form,Signatory,T&C,Org Type,Callink Page,OASIS RSO Designation,OASIS Center Advisor 
92113,LDS Student Association,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ldsstudentassociation,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
91299,Le Cercle Franais of Berkeley,Approved,5,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lecercle,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
94332,LEAD & SAIT test group,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leadsait,LEAD Center,"None: For questions, contact OASIS: oasis.center@berkeley.edu, 312 Eshleman"
91374,LEAD Center Test Group,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leadcentertestgroup,LEAD Center,"None: For questions, contact OASIS: oasis.center@berkeley.edu, 312 Eshleman"
94213,Lead Center Test Group 12,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/testgrouptwelve,LEAD Center,Jeff Woods atjeff.woods@berkeley.edu
351497,LEADers - Leaders for Equity & Democracy in Education,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/leadersforequityanddemocracyineducation,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91292,Leaders are Readers,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leadersarereaders,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91816,"Leadership Committee, The",Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leadershipcommittee,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
65801,League of Filipino Students,Approved,5,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LFS,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91344,Lean In at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leanin,LEAD Center Category: Cultural & Identity/Women Interest RSO,Melissa Landeros at melissalanderos@berkeley.edu
326053,Lean On Me At Berkeley,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/leanonme,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
360308,Leap @ Berkeley,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/leapatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91988,Learning Enterprises at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/learningenterprisesatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46454,Lebanese Student Association at Berkeley,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lebanesestudentassociation,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
91735,Left Coast Political Ecology at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/LeftCoastPoliticalEcology,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91581,Left Libertarians at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/leftlibertarians,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46543,Legal Automation Workshop,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/LegalAutomationWorkshop,LEAD Center Category: Service RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
343232,Legal Obstacles Veterans Encounter,Inprogress,3,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LegalObstaclesVetsEncounter,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46160,Let's Rise - Asian Mentorship Program,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/letsrise,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
159004,Letters and Science Undergraduate Business Network at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/UBNatBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46544,Lettuce Turnip the Beets,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lettuceturnipthebeets,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
46579,Leukemia & Lymphoma Society at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/leukemiaandlymphomasocietyatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46117,Liberator,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/liberator,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
46002,Liberty in North Korea at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LiNK,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
321243,LIFE Campus Ministry,Approved,5,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lifecampusministry,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
378037,Lifestyle Medicine at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LifestyleMedicineatBerkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
351505,Lifters at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LiftersatBerkeley,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
290173,Light Electric Vehicles at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/LightElectricVehiclesatBerkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
92114,Lighthouse Campus Ministry,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lighthousecampusministry,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
360793,Likelion at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/likelionatberkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46655,Lindy On Sproul,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lindyonsproul,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
223314,Linguaphile Student Association,Approved,4,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/LinguaphileStudentAssociation,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
137707,"Literary Society of Berkeley, The (Formerly The Book Club of Berkeley)",Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/thebookclub,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
138373,Literary Theory at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/littheory,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
375785,Literature of the Ancient Near East,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LiteratureoftheAncientNearEast,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
236807,Live Poets Society,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/livepoetssociety,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
91944,Living in a World with Drugs,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/livinginaworldwithdrugs,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
120548,Lobby Days Coalition at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lobbydayscoalition,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
92026,Local Service Club,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/localserviceclub,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
115676,Log Cabin Republicans at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lgbtgop,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46452,Logging Sports Team,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/loggingsports,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
361233,Logically Organized Students,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/logicallyorganizedstudents,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46571,Longboard Connection at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/longboardconnectionatberkeley,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
385048,Longevity at Berkeley,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/LongevityatBerkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
115780,Love of Laughter at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LoveofLaughteratBerkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
361707,Love Stories Book Club,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lovestoriesbookclub,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
164866,Love Your Melon Campus Crew at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lym,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91444,Low Vision Club at Berkeley,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lowvisionclubatberkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
343320,LSBE Student Board,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/lsbeboard,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46388,LUCERO Journal,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/galucero,LEAD Center Category: Media & Publications RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
321784,Lux International Consulting Group,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/luxinternationalconsulting,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
351500,LUXX,Approved,11,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/luxx,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
74622,LW Passion Fellowship,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/passionlivingwater,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
91588,"Lyceum, The",Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/thelyceum,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
289627,Macau Student Association,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/MacauStudentAssociation,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
143254,Machine Learning at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/mlab,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
91743,Made In A Free World,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/madeinafreeworld,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46123,maganda magazine,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/magandamagazine,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
91970,"Magic Club, The",Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/magicclub,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
46162,"Magnolia Project, The",Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/magnoliaprojectthe,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
164973,Mahereza Nutrition and Health Center at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/MaherezaCenter,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
377197,MAHIWAGA A Cappella,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/MAHIWAGAACappella,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
91956,Mahjong Club,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/mahjong,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
165236,Maimonides,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Maimonides,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
